Chemical ID,MolecularWeight,MolecularFormula,IUPACName,CanonicalSMILES,InChI,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,CovalentUnitCount,Boiling Point,Melting Point,Flash Point,Solubility,Density,Vapor Density,Vapor Pressure,LogP,Stability,Auto-Ignition,Viscosity,Heat of Combustion,Heat of Vaporization,Surface Tension,Ionization Potential,Dissociation Constants
50-18-0,261.08,C7H15Cl2N2O2P,"N,N-bis(2-chloroethyl)-2-oxo-1,3,2lambda5-oxazaphosphinan-2-amine",C1CNP(=O)(OC1)N(CCCl)CCCl,"InChI=1S/C7H15Cl2N2O2P/c8-2-5-11(6-3-9)14(12)10-4-1-7-13-14/h1-7H2,(H,10,12)",0.6,260.0248201,260.0248201,41.6,212,1,4,5,14,1,336 °C,"106 to 113 °F (NTP, 1992)",113 °C c.c.,"10 to 50 mg/mL at 73 °F (NTP, 1992)",1.48 g/cm³,Not Available,0.0000445 [mmHg],{'Number': [0.8]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50-28-2,272.4,C18H24O2,"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",4,272.177630004,272.177630004,40.5,382,2,2,0,20,1,445.9±45.0,{'Number': [173]},Not Available,3.6 mg/L (at 27 °C),Not Available,Not Available,Not Available,{'Number': [4.01]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10.46±0.03
50-29-3,354.5,C14H9Cl5,"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene",C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,"InChI=1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H",6.9,353.911739,351.914689,0,250,0,0,2,19,1,"500 °F at 760 mmHg (NTP, 1992)","227 to 228 °F (NTP, 1992)","324 to 340 °F (NTP, 1992)","less than 1 mg/mL at 70 °F (NTP, 1992)","1.56 at 59 °F (USCG, 1999) - Denser than water; will sink",Not Available,"1.5e-07 mmHg at 68 °F (NTP, 1992)",log Kow = 6.91,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50-55-5,608.7,C33H40N2O9,"methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate",COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,"InChI=1S/C33H40N2O9/c1-38-19-7-8-20-21-9-10-35-16-18-13-27(44-32(36)17-11-25(39-2)30(41-4)26(12-17)40-3)31(42-5)28(33(37)43-6)22(18)15-24(35)29(21)34-23(20)14-19/h7-8,11-12,14,18,22,24,27-28,31,34H,9-10,13,15-16H2,1-6H3/t18-,22+,24-,27-,28+,31+/m1/s1",4,608.27338086,608.27338086,118,1000,1,10,10,44,1,Not Available,"507 to 509 °F (decomposes) (NTP, 1992)",Not Available,"less than 1 mg/mL at 72 °F (NTP, 1992)",Not Available,Not Available,Not Available,{'Number': [3.2]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6.6
51-52-5,170.23,C7H10N2OS,6-propyl-2-sulfanylidene-1H-pyrimidin-4-one,CCCC1=CC(=O)NC(=S)N1,"InChI=1S/C7H10N2OS/c1-2-3-5-4-6(10)9-7(11)8-5/h4H,2-3H2,1H3,(H2,8,9,10,11)",0.8,170.05138412,170.05138412,73.2,222,2,2,2,11,1,Not Available,"426 to 430 °F (NTP, 1992)",Not Available,>25.5 [ug/mL] (The mean of the results at pH 7.4),Not Available,Not Available,Not Available,{'Number': [0.4]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,{'ExternalTableName': 'iupacpka'}
51-79-6,89.09,C3H7NO2,ethyl carbamate,CCOC(=O)N,"InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)",-0.2,89.047678466,89.047678466,52.3,52,1,2,2,6,1,"360 to 363 °F at 760 mmHg (NTP, 1992)","118 to 122 °F (NTP, 1992)","198 °F (NTP, 1992)","greater than or equal to 100 mg/mL at 72 °F (NTP, 1992)","0.9862 at 70 °F (NTP, 1992) - Less dense than water; will float","3.07 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","5 mmHg at 150.4 °F ; 10 mmHg at 172.0 °F; 20 mmHg at 195.8 °F (NTP, 1992)",{'Number': [-0.15]},Not Available,Not Available,Not Available,397.2 kcal/g mol wt at 25 °C,"13,078.6 gcal/gmole",Not Available,Not Available,Not Available
52-24-4,189.22,C6H12N3PS,tris(aziridin-1-yl)-sulfanylidene-lambda5-phosphane,C1CN1P(=S)(N2CC2)N3CC3,"InChI=1S/C6H12N3PS/c11-10(7-1-2-7,8-3-4-8)9-5-6-9/h1-6H2",0.5,189.04895557,189.04895557,41.1,194,0,4,3,11,1,"Decomposes at 282 °F (NTP, 1992)","124.7 °F (NTP, 1992)",Not Available,>28.4 [ug/mL] (The mean of the results at pH 7.4),Not Available,Not Available,0.00845 [mmHg],{'Number': [0.53]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
53-16-7,270.4,C18H22O2,"(8R,9S,13S,14S)-3-hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",3.1,270.161979940,270.161979940,37.3,418,1,2,0,20,1,445.2 °C,258-261 °C,Not Available,0.76 g/L at 20 ºC,1.236 g/cu cm at 25 °C,Not Available,Not Available,{'Number': [2.6]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,{'ExternalTableName': 'iupacpka'}
53-96-3,223.27,C15H13NO,N-(9H-fluoren-2-yl)acetamide,CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2,"InChI=1S/C15H13NO/c1-10(17)16-13-6-7-15-12(9-13)8-11-4-2-3-5-14(11)15/h2-7,9H,8H2,1H3,(H,16,17)",3.3,223.099714038,223.099714038,29.1,301,1,1,1,17,1,Not Available,"381 °F (NTP, 1992)",Not Available,"less than 1 mg/mL at 68.9 °F (NTP, 1992)",Not Available,Not Available,"0.00023 mmHg at 212 °F (NTP, 1992)",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
55-18-5,102.14,C4H10N2O,"N,N-diethylnitrous amide",CCN(CC)N=O,"InChI=1S/C4H10N2O/c1-3-6(4-2)5-7/h3-4H2,1-2H3",0.5,102.079312947,102.079312947,32.7,51,0,3,2,7,1,"351 °F at 760 mmHg (NTP, 1992)",Not Available,"145 °F (NTP, 1992)","greater than or equal to 100 mg/mL at 70 °F (NTP, 1992)","0.9422 at 68 °F (NTP, 1992) - Less dense than water; will float",Not Available,"5.7 mmHg at 77 °F ; 8.8 mmHg at 94.1 °F (NTP, 1992)",log Kow = 0.48,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
55-86-7,192.5,C5H12Cl3N,2-chloro-N-(2-chloroethyl)-N-methylethanamine;hydrochloride,CN(CCCl)CCCl.Cl,"InChI=1S/C5H11Cl2N.ClH/c1-8(4-2-6)5-3-7;/h2-5H2,1H3;1H",Not Available,191.003532,191.003532,3.2,43,1,1,4,9,2,Not Available,"226 to 232 °F (NTP, 1992)",Not Available,"greater than or equal to 100 mg/mL at 66 °F (NTP, 1992)",Not Available,Not Available,Not Available,log Kow = -1.24 /Estimated/,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,pKa = 6.43 at 25 °C (conjugate acid)
55-98-1,246.3,C6H14O6S2,4-methylsulfonyloxybutyl methanesulfonate,CS(=O)(=O)OCCCCOS(=O)(=O)C,"InChI=1S/C6H14O6S2/c1-13(7,8)11-5-3-4-6-12-14(2,9)10/h3-6H2,1-2H3",-0.5,246.02318051,246.02318051,104,293,0,6,7,14,1,Not Available,"237 to 244 °F (NTP, 1992)",Not Available,"Decomposes (NTP, 1992)",Not Available,Not Available,Not Available,{'Number': [-0.52]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
56-53-1,268.3,C18H20O2,4-[(E)-4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,"InChI=1S/C18H20O2/c1-3-17(13-5-9-15(19)10-6-13)18(4-2)14-7-11-16(20)12-8-14/h5-12,19-20H,3-4H2,1-2H3/b18-17+",5.1,268.146329876,268.146329876,40.5,286,2,2,4,20,1,Not Available,"336 to 342 °F (NTP, 1992)",Not Available,"less than 1 mg/mL at 68 °F (NTP, 1992)",Not Available,Not Available,Not Available,{'Number': [5.07]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
56-75-7,323.13,C11H12Cl2N2O5,"2,2-dichloro-N-[(1R,2R)-1,3-dihydroxy-1-(4-nitrophenyl)propan-2-yl]acetamide",C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],"InChI=1S/C11H12Cl2N2O5/c12-10(13)11(18)14-8(5-16)9(17)6-1-3-7(4-2-6)15(19)20/h1-4,8-10,16-17H,5H2,(H,14,18)/t8-,9-/m1/s1",1.1,322.0123269,322.0123269,115,342,3,5,5,20,1,Sublimes in high vacuum,{'Number': [171]},Not Available,2500 mg/L (at 25 °C),Not Available,Not Available,Not Available,{'Number': [1.14]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
57-14-7,60.10,C2H8N2,"1,1-dimethylhydrazine",CN(C)N,"InChI=1S/C2H8N2/c1-4(2)3/h3H2,1-2H3",-0.5,60.068748264,60.068748264,29.3,11,1,2,0,4,1,"147 °F at 760 mmHg (EPA, 1998)","-72 °F (EPA, 1998)","5 °F (EPA, 1998)","Decomposes (NTP, 1992)","0.7914 at 71.6 °F (EPA, 1998) - Less dense than water; will float","1.94 (EPA, 1998) - Heavier than air; will sink (Relative to Air)","157 mmHg at 77 °F (EPA, 1998)",log Kow = -1.19 /Estimated/,Not Available,Not Available,0.492 millipascal second @ 25 °C,-1979 kJ/mol,32.623 kJ/mol,24.09 dynes/cm at 25 °C,8.05 eV,pKa= 7.21 at 25 °C
57-41-0,252.27,C15H12N2O2,"5,5-diphenylimidazolidine-2,4-dione",C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)",2.5,252.089877630,252.089877630,58.2,350,2,2,2,19,1,Not Available,"563 to 568 °F (NTP, 1992)",Not Available,>37.8 [ug/mL] (The mean of the results at pH 7.4),Not Available,Not Available,Not Available,{'Number': [2.47]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8.33
57-57-8,72.06,C3H4O2,oxetan-2-one,C1COC1=O,InChI=1S/C3H4O2/c4-3-1-2-5-3/h1-2H2,-0.2,72.021129366,72.021129366,26.3,57,0,2,0,5,1,"324 °F at 760 mmHg decomposes (EPA, 1998)","-27 °F (EPA, 1998)","158 °F (EPA, 1998)","10 to 50 mg/mL at 66 °F (NTP, 1992)","1.146 at 68 °F (EPA, 1998) - Denser than water; will sink","2.5 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","3.4 mmHg at 77 °F (EPA, 1998)",{'Number': [-0.564]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
57-63-6,296.4,C20H24O2,"(8R,9S,13S,14S,17R)-17-ethynyl-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthrene-3,17-diol",CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,"InChI=1S/C20H24O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,5,7,12,16-18,21-22H,4,6,8-11H2,2H3/t16-,17-,18+,19+,20+/m1/s1",3.7,296.177630004,296.177630004,40.5,505,2,2,1,22,1,Not Available,"288 to 295 °F (NTP, 1992)",Not Available,"less than 1 mg/mL at 70 °F (NTP, 1992)",Not Available,Not Available,Not Available,{'Number': [3.67]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
57-83-0,314.5,C21H30O2,"(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1",3.9,314.224580195,314.224580195,34.1,589,0,2,1,23,1,394.13°C (rough estimate),"250 to 252 °F (NTP, 1992)",Not Available,"less than 1 mg/mL at 66 °F (NTP, 1992)","1.171 at 68 °F (NTP, 1992) - Denser than water; will sink",Not Available,Not Available,{'Number': [3.87]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Strongest acidic: , Strongest basic: 18.92, -4.8"
58-89-9,290.8,C6H6Cl6,"1,2,3,4,5,6-hexachlorocyclohexane",C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,3.8,289.857116,287.860066,0,104,0,0,0,12,1,"550 °F at 760 mmHg (NTP, 1992)","316 °F (NTP, 1992)",Approximately 150 °F (closed cup) /from table/,"Insoluble (1 mg/100 ml) (NTP, 1992)","1.87 at 68 °F (NTP, 1992) - Denser than water; will sink",Relative vapor density  (air = 1): 10,"0.0317 mmHg at 68 °F (NTP, 1992)",{'Number': [3.72]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
59-89-2,116.12,C4H8N2O2,4-nitrosomorpholine,C1COCCN1N=O,InChI=1S/C4H8N2O2/c7-5-6-1-3-8-4-2-6/h1-4H2,-0.4,116.058577502,116.058577502,41.9,80,0,4,0,8,1,"435 to 436 °F at 747 mmHg (NTP, 1992)","84 °F (NTP, 1992)",Not Available,"greater than or equal to 100 mg/mL at 66 °F (NTP, 1992)",Not Available,Not Available,"25 mmHg (NTP, 1992)",log Kow = -0.44.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
60-11-7,225.29,C14H15N3,"N,N-dimethyl-4-phenyldiazenylaniline",CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2,"InChI=1S/C14H15N3/c1-17(2)14-10-8-13(9-11-14)16-15-12-6-4-3-5-7-12/h3-11H,1-2H3",4.6,225.126597491,225.126597491,28,236,0,3,3,17,1,"Sublimes (NIOSH, 2024)","232 °F (decomposes) (NTP, 1992)",Not Available,"less than 1 mg/mL at 72 °F (NTP, 1992)",Not Available,"7.78 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","3e-07 mmHg (est.) (NIOSH, 2024)",log Kow= 4.58,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,{'ExternalTableName': 'iupacpka'}
61-82-5,84.08,C2H4N4,"1H-1,2,4-triazol-5-amine",C1=NNC(=N1)N,"InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)",-0.4,84.043596145,84.043596145,67.6,44,2,3,0,6,1,Not Available,"318 °F (NTP, 1992)",Not Available,7.6 [ug/mL] (The mean of the results at pH 7.4),"1.138 at 68 °F (NTP, 1992) - Denser than water; will sink",Relative vapor density  (air = 1): 2.9,"4.41e-07 mmHg at 68 °F (NTP, 1992)",log Kow= -0.97,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,pKa1 = 4.2; pKa2 = 10.7
62-44-2,179.22,C10H13NO2,N-(4-ethoxyphenyl)acetamide,CCOC1=CC=C(C=C1)NC(=O)C,"InChI=1S/C10H13NO2/c1-3-13-10-6-4-9(5-7-10)11-8(2)12/h4-7H,3H2,1-2H3,(H,11,12)",1.6,179.094628657,179.094628657,38.3,162,1,2,3,13,1,"Decomposes (NTP, 1992)","273 to 280 °F (NTP, 1992)",Not Available,26.1 [ug/mL] (The mean of the results at pH 7.4),Not Available,Not Available,6.29X10-7 mm Hg at 25 °C,{'Number': [1.58]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,{'ExternalTableName': 'iupacpka'}
62-50-0,124.16,C3H8O3S,ethyl methanesulfonate,CCOS(=O)(=O)C,"InChI=1S/C3H8O3S/c1-3-6-7(2,4)5/h3H2,1-2H3",0,124.01941529,124.01941529,51.8,118,0,3,2,7,1,"415 to 416 °F at 761 mmHg (NTP, 1992)",Not Available,"212 °F (NTP, 1992)","50 to 100 mg/mL at 81 °F (NTP, 1992)","1.1452 at 72 °F (NTP, 1992) - Denser than water; will sink",Not Available,0.2 [mmHg],Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
62-55-5,75.14,C2H5NS,ethanethioamide,CC(=S)N,"InChI=1S/C2H5NS/c1-2(3)4/h1H3,(H2,3,4)",-0.3,75.01427034,75.01427034,58.1,33,1,1,0,4,1,Not Available,"234 to 237 °F (NTP, 1992)",Not Available,"5 to 10 mg/mL at 68 °F (NTP, 1992)",Not Available,Not Available,15.2 [mmHg],log Kow = -0.26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,pKa= 13.40
62-56-6,76.12,CH4N2S,thiourea,C(=S)(N)N,"InChI=1S/CH4N2S/c2-1(3)4/h(H4,2,3,4)",-0.8,76.00951931,76.00951931,84.1,29,2,1,0,4,1,"Sublimes in vacuum at 302-320 °F (NTP, 1992)","349 to 352 °F (NTP, 1992)",Not Available,>11.4 [ug/mL] (The mean of the results at pH 7.4),"1.405 at 68 °F (USCG, 1999) - Denser than water; will sink",Not Available,0.0028 [mmHg],log Kow = -1.08,Not Available,Not Available,Not Available,"Heat of combustion at constant volume is -1482.2 kJ/mol (-19.47 kJ/g), and at constant pressure -1485.6 kJ/mol (-19.52 kJ/g)",Not Available,1.0404X10-2 N/m at 454.15 K,Not Available,pK-value not determinable according to OECD guideline no. 112 with the titration method at 24 °C (forms no OH or H ions)
62-75-9,74.08,C2H6N2O,"N,N-dimethylnitrous amide",CN(C)N=O,InChI=1S/C2H6N2O/c1-4(2)3-5/h1-2H3,-0.6,74.048012819,74.048012819,32.7,34,0,3,0,5,1,"304 to 307 °F at 760 mmHg (EPA, 1998)",< 25 °C,"142 °F (NTP, 1992)","greater than or equal to 100 mg/mL at 66 °F (NTP, 1992)","1.0048 at 68 °F (EPA, 1998) - Denser than water; will sink","2.56 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","40 mmHg at 152.8 °F (NTP, 1992)",log Kow = -0.57,Not Available,Not Available,Low,Not Available,Not Available,Not Available,8.69 eV,Not Available
63-92-3,340.3,C18H23Cl2NO,N-benzyl-N-(2-chloroethyl)-1-phenoxypropan-2-amine;hydrochloride,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,"InChI=1S/C18H22ClNO.ClH/c1-16(15-21-18-10-6-3-7-11-18)20(13-12-19)14-17-8-4-2-5-9-17;/h2-11,16H,12-15H2,1H3;1H",Not Available,339.1156697,339.1156697,12.5,262,1,2,8,22,2,Not Available,"280 to 284 °F (NTP, 1992)",Not Available,45.8 [ug/mL] (The mean of the results at pH 7.4),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
64-67-5,154.19,C4H10O4S,diethyl sulfate,CCOS(=O)(=O)OCC,"InChI=1S/C4H10O4S/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3",1.1,154.02997997,154.02997997,61,130,0,4,4,9,1,"409 °F at 760 mmHg (USCG, 1999)","-12 °F (USCG, 1999)","220 °F (USCG, 1999)",Miscible in alcohol and ether.,"1.1803 at 68 °F (USCG, 1999) - Denser than water; will sink",5.31 (Air= 1),0.21 [mmHg],log Kow= 1.14,Not Available,Not Available,1.79 centipoises @ 20 °C,Not Available,Not Available,Not Available,Not Available,Not Available
66-27-3,110.13,C2H6O3S,methyl methanesulfonate,COS(=O)(=O)C,"InChI=1S/C2H6O3S/c1-5-6(2,3)4/h1-2H3",-0.4,110.00376522,110.00376522,51.8,105,0,3,1,6,1,"396 to 397 °F at 760 mmHg (NTP, 1992)","68 °F (NTP, 1992)","220 °F (NTP, 1992)","greater than or equal to 100 mg/mL at 73 °F (NTP, 1992)","1.2943 at 68 °F (NTP, 1992) - Denser than water; will sink",Not Available,0.31 [mmHg],Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
68-22-4,298.4,C20H26O2,"(8R,9S,10R,13S,14S,17R)-17-ethynyl-17-hydroxy-13-methyl-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one",CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,"InChI=1S/C20H26O2/c1-3-20(22)11-9-18-17-6-4-13-12-14(21)5-7-15(13)16(17)8-10-19(18,20)2/h1,12,15-18,22H,4-11H2,2H3/t15-,16+,17+,18-,19-,20-/m0/s1",3,298.193280068,298.193280068,37.3,594,1,2,1,22,1,Not Available,202-208C,Not Available,"PRACTICALLY INSOL IN WATER; SOL IN CHLOROFORM, ETHER, DIOXANE; SOL @ 25 °C: 1 IN 12.5 PARTS 95% ETHANOL, 1 IN 4 PARTS ACETONE /ACETATE/",Not Available,Not Available,3.14x10-7 mmHg,log Kow = 2.97,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
70-25-7,147.09,C2H5N5O3,1-methyl-3-nitro-1-nitrosoguanidine,CN(C(=N)N[N+](=O)[O-])N=O,"InChI=1S/C2H5N5O3/c1-6(5-8)2(3)4-7(9)10/h1H3,(H2,3,4)",0.1,147.03923904,147.03923904,114,161,2,5,2,10,1,BP: 89-97 °C at 225 °C,"244 °F (decomposes) (NTP, 1992)",Not Available,"Reacts with water violently (NTP, 1992)",Not Available,Not Available,0.00012 [mmHg],Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
72-33-3,310.4,C21H26O2,"(8R,9S,13S,14S,17R)-17-ethynyl-3-methoxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-ol",CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC,"InChI=1S/C21H26O2/c1-4-21(22)12-10-19-18-7-5-14-13-15(23-3)6-8-16(14)17(18)9-11-20(19,21)2/h1,6,8,13,17-19,22H,5,7,9-12H2,2-3H3/t17-,18-,19+,20+,21+/m1/s1",4,310.193280068,310.193280068,29.5,519,1,2,2,23,1,Not Available,150.5 °C,Not Available,"In double-distilled water, 0.32 mg/L",Not Available,Not Available,9.75x10-9,log Kow = 4.61,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
75-27-4,163.83,CHBrCl2,bromo(dichloro)methane,C(Cl)(Cl)Br,InChI=1S/CHBrCl2/c2-1(3)4/h1H,2.4,161.86387,161.86387,0,13,0,0,0,4,1,"189 °F at 760 mmHg (NTP, 1992)","-67 °F (NTP, 1992)",Not Available,"5 to 10 mg/mL at 66 °F (NTP, 1992)","1.98 at 68 °F (NTP, 1992) - Denser than water; will sink",Relative vapor density  (air = 1): 5.6,"50 mmHg at 68 °F (NTP, 1992)",log Kow = 2.00,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
75-52-5,61.040,CH3NO2,nitromethane,C[N+](=O)[O-],InChI=1S/CH3NO2/c1-2(3)4/h1H3,0.1,61.016378338,61.016378338,45.8,27,0,2,0,4,1,"214.2 °F at 760 mmHg (NTP, 1992)","-20 °F (NTP, 1992)","95 °F (NTP, 1992)","greater than or equal to 100 mg/mL at 68 °F (NTP, 1992)","1.139 at 68 °F (USCG, 1999) - Denser than water; will sink","2.11 (NTP, 1992) - Heavier than air; will sink (Relative to Air)","27.8 mmHg at 68 °F (NTP, 1992)",low Kow = -0.35,Not Available,Not Available,0.614 cP at 25 °C,-709 kJ/mol at 25 °C,38.3 kJ/mol at 25 °C ; 34.4 kJ/mol at the boiling point,37.19 dynes/cm at 20 °C,11.08 eV,pKa = 10.21
75-55-8,57.09,C3H7N,2-methylaziridine,CC1CN1,"InChI=1S/C3H7N/c1-3-2-4-3/h3-4H,2H2,1H3",0,57.057849228,57.057849228,21.9,26,1,1,0,4,1,"151 to 153 °F at 760 mmHg (EPA, 1998)","-85 °F (EPA, 1998)","25 °F (EPA, 1998)","greater than or equal to 100 mg/mL at 66 °F (NTP, 1992)","0.8039 to 0.807 at 77 °F (EPA, 1998)","2 (EPA, 1998) - Heavier than air; will sink (Relative to Air)","112 mmHg at 68 °F (EPA, 1998)",0.13,Not Available,Not Available,0.491 cP at 25 °C,"-15,500 Btu/lb = -8600 cal/g = -360X10+5 J/kg",Latent heat of vaporization: 250 Btu/lb = 139 cal/g = 5.82X10+5 J/kg,Not Available,9.00 eV,pKa = 8.22
75-96-7,296.74,C2HBr3O2,"2,2,2-tribromoacetic acid",C(=O)(C(Br)(Br)Br)O,"InChI=1S/C2HBr3O2/c3-2(4,5)1(6)7/h(H,6,7)",2.2,295.75062,293.75267,37.3,83,1,2,0,7,1,245 °C (decomposition),129-135 °C,Not Available,"Soluble in alcohol, ether; slightly soluble in petroleum ether.",Not Available,Not Available,0.00028 [mmHg],Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,pKa = 0.72 at 25 °C
77-09-8,318.3,C20H14O4,"3,3-bis(4-hydroxyphenyl)-2-benzofuran-1-one",C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,"InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H",3.6,318.08920892,318.08920892,66.8,438,2,4,2,24,1,Not Available,"496 to 504 °F (NTP, 1992)",Not Available,"less than 1 mg/mL at 66 °F (NTP, 1992)","1.299 at 77 °F (NTP, 1992) - Denser than water; will sink",Not Available,6.7X10-13 mm Hg @ 25 °C /Estimated/,{'Number': [2.41]},Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9.7 (at 25 °C)
